"","X","X.1","X.2","par1","par2","par3","id","lambda","beta","tau"
"162","cv",2,100.666561721104,-0.788907600924147,-2.9741670607765,-1.51952989926898,21,0.454340845810543,0.0510899711271553,0.218814727741025
"163","cv",3,110.594427177518,4.7627196399579,-4.99999677421575,-1.52864495737658,21,117.063864927862,0.00673796873428383,0.216829281259489
"164","cv",4,104.698245925332,-0.834196505906884,-3.23855295333585,-1.79141649120114,21,0.434223237108776,0.0392206081060329,0.166723839475101
"165","cv",5,102.441174477889,-0.797206298679991,-3.02534570530215,-1.60786291079675,21,0.450586010125361,0.0485410374750267,0.20031524852077
"166","cv",6,103.426783760079,-0.863553801892816,-3.29143152860056,-1.61535598462135,21,0.421660917110432,0.0372005575987911,0.198819881021533
"167","cv",7,102.395119820343,-0.83703501417149,-2.98330858611179,-1.59428695561159,21,0.432992438503956,0.050625059101869,0.203053262885041
"168","cv",8,104.396881513134,-0.899619715005196,-3.31956311648897,-1.70241694242631,21,0.406724301483645,0.0361686297808142,0.182242521646257
"169","cv",1,105.347368063266,4.76439523825599,-4.99999695183186,-1.17275514306246,22,117.260181368518,0.00673796753751214,0.309513012828113
"170","cv",2,104.206413455933,-3.99299574153552,3.59602306097936,4.99999572762224,22,0.0184443766875428,36.4529745333881,148.412525026851
"171","cv",3,104.24760574989,-3.87334555130833,2.90067493496843,4.28224584135157,22,0.0207887032809041,18.1864158761054,72.4028628944986
"172","cv",4,104.77168170473,4.20091497102191,-0.822397042503484,-0.813556472937905,22,66.7473750238641,0.439377185418777,0.443278750610493
"173","cv",5,104.000504665173,-4.02087276063687,3.08228394004896,4.6533451050989,22,0.0179373031338864,21.8081540761313,104.93541913741
"174","cv",6,104.149725471949,4.99997904040283,-4.99358879590724,-0.906809836972981,22,148.410048455146,0.00678128412560192,0.403810392383192
"175","cv",7,103.845662062587,4.26049886344256,-4.99966732610021,-0.449318132512226,22,70.8453167789094,0.00674018891108236,0.63806307779181
